chrom	start	end	name	strand	Jurkat_DMSO_H3K4me3	Jurkat_OCIR_H3K4me3	Jurkat_PM_H3K4me3	Jurkat_RY_H3K4me3	Jurkat_DMSO_24H_H3K4me3	Jurkat_PBIT_5H_H3K4me3	Jurkat_PBIT_24H_H3K4me3	Loucy_DMSO_24H_H3K4me3	Loucy_PBIT_5H_H3K4me3	Loucy_PBIT_24H_H3K4me3
chr1	892941	893395	ENSG00000188976	*	1.968975	1.7925339999999998	1.6794689999999999	1.458543	1.314168	2.114698	1.8980279999999998	1.1648129999999999	1.143245	1.214078
chr1	1165968	1167515	ENSG00000078808	*	14.806698999999998	11.731144	7.607416000000001	8.610918999999999	5.615648	29.744734	27.194477000000003	1.4320950000000001	1.5375729999999999	1.36857
chr1	7830510	7832608	ENSG00000049245	*	12.390269	9.982358	5.8451319999999996	6.641931	4.569154	22.179026999999998	20.4236	1.28206	1.345528	1.266319
chr1	9187295	9189224	ENSG00000180758	*	8.905721	6.5380709999999995	4.3460079999999985	4.590677	2.91879	10.802256	10.238725	1.119545	1.170535	1.205271
chr1	10458178	10460654	ENSG00000142657	*	14.811844	11.99612	6.92444	8.248759	5.271861	25.643878	22.554913	1.408068	1.372741	1.308335
chr1	11333191	11334422	ENSG00000120942	*	15.390148000000002	12.211392	7.438235000000001	8.479755	5.546086	24.912687	23.67556	1.467631	1.592784	1.2558209999999999
chr1	19809609	19812063	ENSG00000077549	*	12.039983	9.493489	5.675441	5.707031	4.367049	18.846672	17.338102	1.390309	1.504297	1.440321
chr1	25870000	25870944	ENSG00000157978	*	18.141211	12.608398	6.851525	7.695107000000001	4.830992	21.235229999999998	21.053670999999998	1.16955	1.190177	1.19174
chr1	27247560	27249924	ENSG00000090273	*	9.000632000000001	7.62735	5.506289	6.181887000000001	3.679647	17.323757	16.250746	1.3497	1.339648	1.23955
chr1	28239730	28239819	ENSG00000117748	*	1.54985	1.42436	1.322445	1.1934	1.190452	1.6427630000000002	1.9134650000000002	1.126192	1.0814350000000001	1.079766
chr1	28695616	28697729	ENSG00000204138	*	11.976747	9.333567	6.322431	7.003724000000001	4.281312000000001	19.987092	17.828994	1.431446	1.4108180000000001	1.28611
chr1	31380286	31380419	ENSG00000162512	*	1.22318	1.144164	1.0	1.0290110000000001	1.030892	1.078946	1.48424	1.016206	1.006075	1.021888
chr1	32644628	32647018	ENSG00000084652	*	11.483834	8.976875999999999	5.71074	6.374218	3.833454	17.470291	15.529732999999998	1.374132	1.376421	1.316481
chr1	35733698	35735884	ENSG00000146463	*	10.096583	7.742534	4.968176000000001	5.863759	3.8973709999999997	19.308015	16.892481	1.422495	1.352362	1.252047
chr1	36348403	36350074	ENSG00000092847	*	14.389295	12.277585	6.382587	7.345485000000001	4.92202	24.935845999999998	22.665047	1.360858	1.499835	1.361545
chr1	36915449	36916791	ENSG00000116885	*	10.455785	8.09721	5.211722	6.534637	3.518555	15.528437	14.695242000000002	1.085066	1.125602	1.119652
chr1	38059971	38062258	ENSG00000134697	*	7.163757	6.273928	5.520898000000001	5.903291	3.7541010000000004	15.713607000000001	14.120726000000001	1.340782	1.326523	1.336474
chr1	38259178	38261068	ENSG00000185090	*	5.593751	4.2842780000000005	2.800427	2.943163	2.10699	7.499117999999999	5.861137	1.147933	1.1900540000000002	1.160569
chr1	39491259	39493419	ENSG00000168653	*	9.645359	8.425595999999999	6.445392	7.620686999999999	4.240775	21.208218	17.817844	1.333966	1.369481	1.274753
chr1	40561773	40563591	ENSG00000131238	*	8.015283	6.990336	5.207858	5.92241	3.385033	13.533786	12.466173	1.289951	1.325072	1.2878120000000002
chr1	40722381	40724943	ENSG00000084073	*	10.405656	8.512264	6.632777000000001	7.237945	4.481887	22.241616	20.417215	1.416598	1.461573	1.375292
chr1	45265235	45266863	ENSG00000173846	*	13.731968	10.081168	5.9072	6.133119000000001	4.009111	16.391506	14.911712	1.2466110000000001	1.259835	1.226753
chr1	46015980	46018067	ENSG00000117448	*	8.155415999999999	7.736199000000001	5.808269	6.418067	3.8490510000000002	17.209857	16.222676	1.482521	1.460097	1.3797549999999998
chr1	52830389	52832653	ENSG00000154222	*	10.899275	8.677935999999999	5.409935	6.215845	3.914567	17.129744	16.287615000000002	1.364796	1.365108	1.2576200000000002
chr1	53479917	53482142	ENSG00000116171	*	2.7263490000000004	2.722054	3.807177	3.799275	2.244804	8.506333	8.141926	1.28393	1.2950139999999999	1.211568
chr1	53702922	53705152	ENSG00000162385	*	9.624212	8.720497	6.502873999999999	6.805066	4.3043770000000015	20.747107	18.405856	1.3577629999999998	1.375561	1.281611
chr1	71512790	71513961	ENSG00000050628	*	2.596749	2.365711	1.462732	1.6959	1.342078	2.387726	2.440578	1.279136	1.3185200000000001	1.301596
chr1	84944357	84946613	ENSG00000117133	*	6.409715	5.717212	5.207605	5.317505000000001	3.2379189999999998	13.647758999999999	13.140488000000001	1.326335	1.3477569999999999	1.333038
chr1	87378212	87380108	ENSG00000183291	*	6.729201	6.470411	6.477391000000001	6.723561999999999	3.923806	19.348237	16.559561000000002	1.295272	1.3513979999999999	1.289036
chr1	93912821	93915161	ENSG00000137942	*	16.37716	13.123024	8.220308000000001	9.150329	5.676757	30.029728000000002	26.731734000000003	1.408569	1.492838	1.396426
chr1	109756012	109758170	ENSG00000031698	*	9.827404	9.338586	6.4062730000000006	6.7877089999999995	4.399568	21.799225	18.690738	1.337392	1.404317	1.316093
chr1	111741630	111741978	ENSG00000162777	*	1.5292290000000002	1.457986	1.786083	1.244968	1.1249790000000002	1.50668	1.626015	1.099102	1.0574139999999999	1.2001819999999999
chr1	111771654	111772041	ENSG00000064886	*	1.934318	1.703859	2.108131	1.8289380000000002	1.3180180000000001	2.150741	2.365837	1.079232	1.067699	1.114287
chr1	120254169	120256375	ENSG00000092621	*	10.040189999999999	8.677268999999999	5.613754	6.457091999999999	4.1055100000000015	18.116818	17.017974	1.411164	1.445978	1.3722809999999999
chr1	145476418	145479020	ENSG00000152022	*	6.909463000000001	5.584623000000001	4.278517	4.597148000000001	3.025013	11.95546	11.112188	1.2606110000000001	1.34929	1.249162
chr1	150293181	150295318	ENSG00000117360	*	7.962661	7.248149000000001	6.22029	6.2987779999999995	3.8226709999999997	18.064095000000002	16.5729	1.334466	1.404028	1.305409
chr1	154598922	154601485	ENSG00000160710	*	10.958408	8.73516	5.587407	6.279033999999999	4.109687	19.648841	17.596460999999998	1.305153	1.376148	1.35749
chr1	154954458	154957006	ENSG00000160688	*	6.527836	5.747859	5.072689	5.458894	3.616822	15.521942000000001	13.869801	1.318265	1.345257	1.27589
chr1	160000660	160002855	ENSG00000143315	*	8.954264	7.648772	5.583658	6.609300999999999	4.035188	17.209728	15.583645	1.410957	1.407218	1.334009
chr1	162530516	162532813	ENSG00000117143	*	11.544255999999999	8.923059	5.797541000000001	6.444205	4.1217809999999995	19.591257000000002	17.948574	1.278868	1.246955	1.300189
chr1	165599165	165601416	ENSG00000143198	*	9.107477000000001	8.097087	5.542924	5.9885779999999995	3.774745	15.211155999999999	13.444613	1.358824	1.429383	1.338156
chr1	201122501	201123997	ENSG00000116857	*	11.394955	8.361139	4.778378	5.802136	3.9010000000000002	17.33923	15.848889999999999	1.3898540000000001	1.378641	1.34423
chr1	201923565	201925815	ENSG00000134375	*	9.789122	8.355696	6.679336	7.34872	4.565685	22.596035999999998	19.543352	1.388919	1.404881	1.29418
chr1	202308972	202310452	ENSG00000077152	*	3.258276	3.12042	3.750468	3.5489300000000004	2.397231	8.634632	8.596532	1.288694	1.301734	1.321138
chr1	202925847	202928053	ENSG00000159346	*	11.101463	8.69496	5.3235660000000005	6.303757	4.136507	19.868781	16.980479000000006	1.313293	1.36988	1.3071780000000002
chr1	206784465	206786305	ENSG00000143486	*	8.070525	6.593756	5.4401720000000005	5.972226	3.743679	14.546854000000002	14.073044	1.333289	1.354574	1.188886
chr1	207094517	207097010	ENSG00000162894	*	1.454424	1.48566	1.592392	1.306186	1.118706	1.354765	1.380994	1.081104	1.088523	1.155738
chr1	212605634	212607754	ENSG00000117691	*	8.685503	6.916982000000001	3.8606059999999998	5.083969000000001	3.224096	14.684264	13.499857	1.203223	1.245109	1.222745
chr1	218458125	218460307	ENSG00000067533	*	6.177089	5.453057	5.6395669999999996	5.588235	3.4851389999999998	15.039145000000001	13.130737	1.295972	1.334762	1.2488569999999999
chr1	219346771	219348472	ENSG00000143353	*	7.3110990000000005	6.2797	5.214139	5.430087	3.3929419999999997	13.986734	13.884955999999999	1.271775	1.341257	1.237529
chr1	220218156	220220416	ENSG00000136628	*	7.383592	6.726744999999999	5.97749	6.0300910000000005	3.9417199999999997	18.128612	15.164244	1.271121	1.301995	1.2083139999999999
chr1	226594028	226596480	ENSG00000143799	*	8.782955000000001	7.265455	5.511183	5.500545	3.5658540000000003	15.392806	13.378617000000002	1.378763	1.407626	1.355552
chr1	228295547	228297915	ENSG00000162910	*	12.921954	10.756935	6.475257	6.688269999999999	4.694671	20.510482	18.543209	1.290676	1.293112	1.257629
chr1	234613197	234615442	ENSG00000059588	*	11.719289999999999	9.454119	5.223682	6.602492999999999	3.9838660000000004	18.168426999999998	17.198173999999998	1.350615	1.360127	1.252748
chr1	235290156	235292721	ENSG00000173726	*	9.452971	8.402272	6.376233	7.346186	4.272391000000001	21.625258	19.692263	1.3982430000000001	1.524858	1.340008
