chrom	start	end	name	strand	Jurkat_DMSO_H3K4me3	Jurkat_OCIR_H3K4me3	Jurkat_PM_H3K4me3	Jurkat_RY_H3K4me3	Jurkat_DMSO_24H_H3K4me3	Jurkat_PBIT_5H_H3K4me3	Jurkat_PBIT_24H_H3K4me3	Loucy_DMSO_24H_H3K4me3	Loucy_PBIT_5H_H3K4me3	Loucy_PBIT_24H_H3K4me3
chr1	3815601	3818147	ENSG00000198912	*	11.216136	8.860127	4.93742	5.653731	3.5467720000000003	15.310475	13.472207000000001	1.317191	1.357415	1.228424
chr1	6418335	6420340	ENSG00000097021	*	2.74438	2.180318	2.3020810000000003	1.515616	1.193195	1.307663	1.35939	1.068706	1.1047200000000001	1.10533
chr1	8085706	8086494	ENSG00000116285	*	14.077557999999998	9.467982000000001	5.83142	6.275458	4.0692020000000015	18.367967	16.71792	1.033194	1.059847	1.1840700000000002
chr1	9882403	9884063	ENSG00000171603	*	15.209976000000001	11.276403	6.820353999999999	7.599763	5.180688	26.71375	24.265772	1.413353	1.4722309999999998	1.413998
chr1	16693100	16695494	ENSG00000055070	*	11.070226	8.982393	6.0047440000000005	6.79335	4.4263900000000005	19.938794	18.078389	1.303712	1.378778	1.292826
chr1	17379207	17380940	ENSG00000117118	*	9.366686999999999	7.829508000000001	5.267821	5.772764	3.99131	16.004196	13.58963	1.296168	1.332553	1.317076
chr1	20833392	20835477	ENSG00000090432	*	11.205658	8.806414	6.729783	7.122188	4.633337	21.288669	18.927454	1.283042	1.344476	1.252694
chr1	22378565	22380827	ENSG00000070831	*	12.216647	9.405315	5.527515	6.697781	4.6020210000000015	22.688071	20.895989	1.3516700000000001	1.38208	1.278011
chr1	24103797	24106196	ENSG00000057757	*	11.788133	9.730425	7.29113	7.730617	4.98801	25.460588	21.934129000000002	1.366169	1.4255719999999998	1.323064
chr1	27718536	27720141	ENSG00000181773	*	10.131364	8.312930999999999	4.387501	5.5430839999999995	3.6010129999999996	13.321860000000001	12.51356	1.093967	1.118934	1.1147790000000002
chr1	28562125	28564302	ENSG00000130770	*	11.027458	9.147368	5.9724639999999996	6.809586	4.356887	19.773044	17.594073	1.398968	1.4351260000000001	1.342214
chr1	28654482	28656668	ENSG00000130772	*	9.270852	8.102222000000001	6.196205	7.393057000000001	4.247024	20.212260999999998	18.108883	1.334909	1.448243	1.3046149999999999
chr1	32537510	32540056	ENSG00000121775	*	7.75013	6.452025	4.2379750000000005	4.579322	3.0437819999999998	10.911217	10.142309	1.2621040000000001	1.288094	1.240841
chr1	33206580	33207890	ENSG00000162522	*	10.925206	7.003171000000001	4.414954	5.954530999999999	3.421587	15.868065	12.828406	1.186065	1.227285	1.175441
chr1	35323591	35325963	ENSG00000163866	*	8.926421999999997	7.620496000000001	5.299732	5.621528	3.868003	17.701781	15.404515	1.328119	1.377688	1.295714
chr1	40838780	40841237	ENSG00000084070	*	11.403025	9.025958000000001	6.213724	6.571656	4.439483999999999	21.439964	18.569735	1.3219	1.397448	1.298247
chr1	44677904	44680443	ENSG00000178028	*	6.558852000000001	5.818448	4.4379040000000005	4.479382	2.98334	11.012409	9.916911	1.250935	1.310172	1.301911
chr1	45204772	45207372	ENSG00000142945	*	7.389094	6.9670570000000005	5.64621	6.022069	3.7798809999999996	16.994674	14.756454000000002	1.3732600000000001	1.379845	1.247743
chr1	52342409	52342573	ENSG00000078618	*	1.337528	1.21763	1.242515	1.083817	1.0622040000000001	1.4525780000000001	1.25156	1.185386	1.215741	1.256921
chr1	53661608	53664027	ENSG00000157184	*	7.562585	6.212308999999999	4.837024	5.202422	3.09591	13.638260999999998	12.05676	1.2783440000000001	1.346441	1.315389
chr1	95391487	95391813	ENSG00000117519	*	7.641505	8.516355	6.6425600000000005	7.393062	4.179346	19.124774	19.33023	1.428775	1.549647	1.486916
chr1	110051971	110052987	ENSG00000181754	*	9.745855	7.153074	4.458699	5.627108	3.080759	11.075302	11.538124	1.08644	1.10992	1.070527
chr1	114413190	114415309	ENSG00000134242	*	1.570352	1.551184	1.785684	1.7774580000000002	1.299936	2.121258	2.14826	1.1681139999999999	1.231277	1.183563
chr1	120839152	120839382	ENSG00000188610	*	3.08433	3.6487589999999996	1.414033	1.941035	2.032705	7.452585000000001	6.007841	1.105412	1.078354	1.018209
chr1	151226466	151228624	ENSG00000159352	*	7.777936	7.436799000000001	6.143607	6.5807210000000005	4.0156100000000015	20.308363	17.678365	1.2456049999999999	1.3068739999999999	1.250063
chr1	151298640	151300808	ENSG00000143393	*	9.078332000000001	7.722911	6.256426	6.233092	3.9368480000000003	16.575793	14.825292999999999	1.2988030000000002	1.379435	1.2609709999999998
chr1	151811784	151813053	ENSG00000225556	*	3.50909	2.694495	2.032105	2.6061680000000003	1.468585	2.5876259999999998	2.7531410000000003	1.069411	1.047505	1.1000530000000002
chr1	151965273	151966905	ENSG00000197747	*	11.217675999999999	8.660533000000001	5.196358	6.1992400000000005	3.865135	16.228927	15.498833	1.336751	1.485089	1.284249
